created_at,favorite_count,full_text,category,ed_risk
Tue Aug 08 06:27:41 +0000 2023,0,tiap ngajar prog martial artsself defense selalu sertakan materi lat fitnes kebugaran tubuh tubuh kuat bugar tetap penting tunjang skill teknik bela diri materi bodybuilding bentuk badan kalau pengin nah mau mau disiplin soal diet,None,0
Tue Aug 09 08:01:55 +0000 2022,0,pemenuhan serat tiap hari penting banget lhoo perannya progress dietmu kamu gampang lapar amp cegah sembelit nih kasih tau caranya pemenuhan serat harianmu terpenuhi baik,D,1
Tue Aug 09 16:10:03 +0000 2022,0,jadi insecure banget sejak berat badan naik signifikan seneng jadi pernah kena catcall,D,1
Tue Aug 15 14:16:05 +0000 2023,0,bakar kalori rebahan yes cocoon wellness therapy emangnya cocoon wellness therapy apa sih cek video buat cari tau‼️ [URL],None,0
Tue Aug 27 10:46:39 +0000 2019,0,tips bikin nasi goreng sehat takut tinggi kalori viva [URL] [URL] [URL],None,0
Tue Aug 27 11:20:59 +0000 2024,0,manfaat meal plan kesehatan wajib coba kamu sedang diet [URL],None,0
Tue Dec 05 00:28:49 +0000 2023,0,dok menerapkan ilmu kebutuhan kalori dr kampus pdhal membatasi asupan kalori meningkatkan pengeluaran kalori dg olahraga hitung totalnya kalori makan jauh lebih rendah dr kebutuhan kalori berat badan ku blm turun,D,1
Tue Dec 05 13:45:21 +0000 2023,10,jam segini balasbalasin klien kerja fampb memang libur happy sih memang pengen banget bantu orang lebih sehat resto kan tempat langganan orang celiac diabetes sakit berat keto or diet lainnya [URL],None,0
Tue Dec 05 13:59:08 +0000 2023,1,jadi key hari belajar hitung kalori ngitung angin,D,1
Tue Dec 10 08:56:59 +0000 2024,3,dave blunt tampil panggung chicago tabung oksigen akibat obesitas ekstrem kilogram mengaku sulit kendalikan pola makan meski pernah coba diet ketat apa pendapatmu soal garudatv laporan daveblunts obesitas rapper [URL],None,0
Tue Dec 10 14:48:58 +0000 2024,0,capeq bgtt sama meal plan cape mikir menuu [URL],D,1
Tue Dec 13 12:59:47 +0000 2022,200,keping cuman kalori salah satu cemilan underrated dunia per diet an [URL],D,1
Tue Dec 14 04:38:30 +0000 2021,0,diet anjuran konsumsi karbo berapa gram sehari misalnya xxgram×bb berapa yah pls bantu jawab takut makan karbo,D,1
Tue Dec 17 06:06:10 +0000 2024,0,benda paling bahaya bila diet on off nih binge eating muncul lelagi stress perangai manusia kat office nih sangat menyumbang cari comfort food macam sekarang hati tahan nak minum kopi in amp cecah biskut berjaya kawal tang biskut je,B,1
Tue Dec 24 05:15:12 +0000 2024,0,wishlist pas wisuda kurus badan ideal aminnnnnnnn,D,1
Tue Dec 24 08:01:31 +0000 2024,0,rowoon diet ketat mau project baru apa buat album pipi gembul otw ilang,D,1
Tue Dec 24 08:29:42 +0000 2024,2,perlu restrictive diet ujungnya jadi stress makan secukupnya perlu terlalu berlebihan pantang makan cheat day is fine for once in a while because happy heart happy mind happy skin [URL],None,0
Tue Dec 24 16:50:10 +0000 2024,13,jam segini lapar mau makan perut buncit tubuh gemuk tahan minum air gak papa kan semangat dietnya,D,1
Tue Dec 27 07:24:09 +0000 2022,0,diet kalau makan jam an malem sblum tidur brrti ngitung kalorinya buat hari sebelumnya hari selanjutnya,D,1
Tue Dec 27 13:20:48 +0000 2022,4,diet pusing banget mau fatloss weightloss mau dibawa stress craving for food terus kalau dibatasin tracking kalori bawaannya stress malah naik kardio rutin iya weightlifting rutin iya maaf guys kayanya permasalahan cont,D,1
Tue Dec 31 09:01:06 +0000 2024,88,mau menutup giveaway tulis sebuah harapan baik reply pilih hadiah ebook modul persiapan profesi konsultasi gizi meal plan pemenang diumumkan tanggal januari jam wib [URL],None,0
Tue Feb 04 00:07:36 +0000 2025,0,saatnya olahraga bakar bakar kalori,D,1
Tue Feb 04 00:34:54 +0000 2025,0,selalu muntah kalau makan nasi sihh pdhal kmren stop nasi cuma krna diet ehh malah sekarang beneran makan nasi huaaa,D,1
Tue Feb 04 00:57:21 +0000 2025,0,biji fenugreek kelabat biji fenugreek meningkatkan rasa kenyang lebih lama membantu mengurangi asupan kalori harian,None,0
Tue Feb 04 02:49:28 +0000 2025,0,kira cabut gigi bakal mau makan makanya pengen sekalian diet tapiii kenyataannya malah pengen ngemil terus sekarang nyesel abis makan bakwan mana kalorinya gedee [URL],D,1
Tue Feb 04 04:18:27 +0000 2025,0,stop makan nasi lela,None,0
Tue Feb 04 07:50:52 +0000 2025,1,lovlybunts rayyafps asupan kalori harian → maintenancetdee cek kebutuhan kalori harian maintenance sini [URL] prioritaskan makan makanan gizi seimbang karbo protein serat jajan makanan tinggi kalori mengenyangkan,None,0
Tue Feb 04 08:55:08 +0000 2025,0,nyangka detox perlu diet ketat jamu pahitgak nyangka detox perlu diet ketat jamu pahit detoks detoksifikasi ususkotor detoksusus diet ususkotor langfit link pembelian [URL] [URL] [URL],None,0
Tue Feb 04 12:20:33 +0000 2025,0,malem malem selalu lapar padahal pengen intermitten fasting,D,1
Tue Feb 04 17:01:19 +0000 2025,0,allah takut gendut pls asli takut banget,D,1
Tue Feb 04 19:37:19 +0000 2025,0,jam segini maagh kambuh mau makan takut gendut makan takut mati,D,1
Tue Feb 07 13:16:29 +0000 2023,1,pengen e ki yo ndak insecure berat badan cuman kalau kaya gini terus kok lama jadi pikiran sih,D,1
Tue Feb 11 02:18:32 +0000 2025,0,w ditahap bingung bikin meal plan seminggu kedepan,D,1
Tue Feb 11 02:37:58 +0000 2025,0,kayaknye prabs diet ketat menu nasi goreng ibu suri banteng ketaton mending diet dah kagak dikhianatin [URL],None,0
Tue Feb 11 04:05:09 +0000 2025,0,jadi termotivasi lihat meal plan and food preparation anak kos,D,1
Tue Feb 11 05:36:09 +0000 2025,0,ku kira diet defisit kalori taunya hemat makan,D,1
Tue Feb 11 07:18:38 +0000 2025,0,intinya u mau diet defisit kalori makro gizinya seimbang,D,1
Tue Feb 11 08:50:40 +0000 2025,0,pusing mikirin meal plan,D,1
Tue Feb 11 09:02:23 +0000 2025,1,pengen banget niat bikin meal prep apa daya wkwk jadi dr selalu nyatet note hp meal plan stock dicatat lupa punya apa kadang sesuai perencanaan jadi perlu improve mas mengurangi nasi malah jadi makan kali wkwk [URL],D,1
Tue Feb 11 09:25:37 +0000 2025,0,adakah kilogram defisit kalori beli makan dine in terus pesen setengah porsi etis kalian mgkn solusi,D,1
Tue Feb 11 10:39:36 +0000 2025,0,meal plan sebatas malam mikir besok makan apa sekarang tiap hari belanja makan hri akunya malah spontan tau pengen pengen tau gofood ujungnya mlh akhir bulan jadi bnyk food waste kalau belanjanya bbrp hri sekali,D,1
Tue Feb 11 11:10:09 +0000 2025,1,bersyukur ali sekarang meal plan sering belanja jadi tau bahan makanan harga berapa bsk kukasih seminggu k kok makanan cuma tahu tempe doang,D,1
Tue Feb 11 14:47:26 +0000 2025,0,pribadi sekarang diet ngelarang makan gaboleh gula bla blaskrg lebih fokus self controlmakan semua kesadaran diri buat stopkrn buat larangan makanan bikin males diet enjoy sih,D,1
Tue Feb 13 16:20:59 +0000 2024,0,olahraga bakar kalori banyak apa yaa hmm,D,1
Tue Feb 14 05:44:36 +0000 2023,94,diethingy iya kok sedih nder pernah nemu oren meal prep gt domisili tangerang tertera kalori per meal coba cek deh kalau domisili tangjak [URL],D,1
Tue Feb 14 13:02:08 +0000 2023,2,siniipelukk cigeeew diethingy ig kak namanya hanancatering enakenak makannya kak spesific mau no carbs high protein gitu,D,1
Tue Feb 16 04:57:01 +0000 2021,2,perlula nak restrictive diet sangat just enjoy your food i faham kadang bila youre on diet amp ttbe suara sumbang nampak kamu makan benda manis eh kata dietttttttttttttt lol makan jela moderately suruh bantai everyday,None,0
Tue Feb 18 01:06:02 +0000 2025,3,terima terima sumpah chen zheyuan digiin apa kasih buat twot kurang li zan bagaimana kurang ngasih apa buat drama diet ketat body building pendalaman karakter lo pikir gampang apa buat memahami depresinya li zan,None,0
Tue Feb 18 04:15:42 +0000 2025,16,banyak sih lakuin cuma konsisten defisit kalori workout kardio tambah angkat beban kalau mulai turun bbnya makan gizinya seimbang satu piring karbo serat protein kalau minum air putih cukup tidur [URL],D,1
Tue Feb 18 06:12:06 +0000 2025,0,kayajnya beneran diet ketat,D,1
Tue Feb 18 06:26:20 +0000 2025,0,takut gendut diri nyadar gendut,D,1
Tue Feb 18 08:03:54 +0000 2025,0,defisit kalori begadang jalan terus jadilah tumbang begini,D,1
Tue Feb 18 12:27:58 +0000 2020,0,erikarlebang baru tahu bagaimana pola makan keto youtuber musisi aneh banget dietnya takut karbo makan mentega ky minum aer terus snacknya kulit babi jadiin kerupuk kulit katanya calories [URL],D,1
Tue Feb 18 13:16:44 +0000 2025,0,haloo disini ahli gizi buka jasa buat ngaturin asupan kalori harian defisit kalori registered dietitian kalau info yaa mau pake jasanya dm terima kasih,D,1
Tue Feb 18 13:31:50 +0000 2025,1468,tips diet santai ala from kilogram olahraga strength training cardio ⁠mindful eating perbanyak protein amp sayur karbo secukupnya ⁠defisit kalori kkal kalori harian ⁠wajib rest day tidur cukup minum cukup [URL],D,1
Tue Feb 18 13:41:47 +0000 2025,17,diethingy ngecilin paha amp pinggul cuma jalan kaki request lemak bagian tubuh mana nyusut duluan bagian badan berlemak → lemak → cadangan energi → cadangan energi dipake badanmu kondisi defisit kalori,D,1
Tue Feb 18 15:28:32 +0000 2025,0,pengen diet pengen diet hobinya ngemil terus mana ngemil nya makanan berat wkwkwk,B,1
Tue Feb 18 16:02:33 +0000 2025,0,merasa jadi makhluk berbeda tiap pms sensitif beringas laperan susah woy kalau mau defisit kalori luteal phase,D,1
Tue Feb 20 11:51:50 +0000 2024,0,cara mengecilkan lengan berlemak cepat ampuh disiplin diet olahraga bun [URL],None,0
Tue Feb 21 01:35:31 +0000 2023,1,diet apk punya banyak fitur buat step tracker hitung kalori makanan bmitdee diet plans workout plans sekaligus paidunpaid okee semua yaa barangkali tauu,D,1
Tue Feb 25 00:44:09 +0000 2025,2,sohib ibu anak les adik meninggal dunia usia diet ketat pasca melahirkan garagara suaminya mau punya jaga berat badan bbrp hari setelahnya si suami nikah almh ninggalin anak kembar selama hidup kb,None,0
Tue Feb 25 04:11:15 +0000 2025,7,iya tb sangat offended buat dibercandain alias ujungujungnya genetik sama nutrisi hari pertama berat badan diubah defisit kalori bulking,D,1
Tue Feb 25 04:49:42 +0000 2025,7,dombaarara devyayu kalau baru bulan fokus asi dulu kak sih diet if kak jadi tetep makan bergizi dijamnya coba deh search diet if stop makannya malam sama pagi siang baru makan sore jam malam,D,1
Tue Feb 25 07:09:23 +0000 2025,5,stop overclaim minum teh langsung turun berat badan defisit kaloriolahraga tai kucing bangkeee,D,1
Tue Feb 25 07:56:38 +0000 2025,1,penasaran kebutuhan kalori status gizinyaa yuk cek disinii braw gratiss [URL] [URL],None,0
Tue Feb 25 09:35:59 +0000 2025,0,mimpi apa yeh hari hari minum full cream wkwk biasanya dihindari banget takut gendut,D,1
Tue Feb 25 09:59:54 +0000 2025,34,menuju bulan puasa siapa sibuksibuk ngatur meal plan sahur amp buka puasa jadilebihmengerti kebutuhan nutrisi selama puasa tetap dijaga kamu bikin meal plan sahur buka puasa [URL],None,0
Tue Feb 25 12:20:34 +0000 2025,4,waw selamat kak kamu keren banget semoga menjadi inspirasi punya berat badan katagori obesitas buat diet bukan malah sibuk kedok love yourself obesitas sarang penyakit jangan normalin diet lah semakin nambah berat badan mu,None,0
Tue Feb 25 12:54:27 +0000 2025,0,makan nasi malem kalori harian blm terpenuhi bjir,D,1
Tue Feb 25 13:59:45 +0000 2025,0,defisit kalori ginigini loh,D,1
Tue Feb 25 14:16:47 +0000 2025,0,meal plan dr dokter gizi doesn t look so sad jdnya,D,1
Tue Feb 25 14:29:05 +0000 2025,0,mau cutting malah bulking wkw gak papa deh bagaimana susah mengukur kalori harian,D,1
Tue Feb 25 18:30:45 +0000 2025,3,wah gawat kudu defisit kalori,D,1
Tue Feb 25 19:21:34 +0000 2025,2,hebat ngabisin duit atur ae wes baturmah diet meh sehat malah pen obesitas,D,1
Tue Feb 26 11:32:51 +0000 2019,0,ubermoon yep and thats where i drew the line banyak agama diet lebih restrictive blg jgn egois pengen bilang for god sake grow up man up and faith up,D,1
Tue Feb 27 03:04:10 +0000 2024,0,locklocklocku sama kaya olahraga bakar kalori,D,1
Tue Jan 02 13:33:53 +0000 2024,1,disiplin diet mulai malam [URL],D,1
Tue Jan 07 00:47:25 +0000 2025,1,cakep kak tau kalau dietdefkal dianjurkan dada ayam sumber protein berkualitas tinggi potongan ayam paling rendah kalori kaya vit amp mineral vit b selenium fosfor gitu masaknya gampil amp enak cek [URL] promonya,None,0
Tue Jan 07 04:13:54 +0000 2025,0,mual lapar terus males makan takut makin gendut anjir,D,1
Tue Jan 07 07:18:22 +0000 2025,0,diet ketogenik sering dipanggil diet keto salah satu pola makan cukup terkenal belakangan jenis diet sangat rendah karbohidrat tinggi lemak membuat tubuh masuk keadaan ketosis [URL],None,0
Tue Jan 07 09:26:42 +0000 2025,1,yuk yuk menuju indonesia defisit kalori,D,1
Tue Jan 07 12:40:24 +0000 2025,71,abis makan terus besok olahraga lebih keras ㅠ isi kacang merah isi krim suka semuanya kalau isi krim pinter milih pergi bacain postingan kurang k,D,1
Tue Jan 07 15:15:56 +0000 2025,0,lucunyaaaa si lucy defisit kalori,None,0
Tue Jan 07 18:53:18 +0000 2025,0,makanan bergizi tiap bahan makanan memang mengandung zat gizi sananya makanan diet makanan diet diet banyak macemnya kayak diet defisit kalori contohnya,None,0
Tue Jan 09 12:15:03 +0000 2024,2,hia jim urusan diet disiplin kata sea walaupun depannya popcorn kesukaannya bahkan mencicipinya haha praewandyouxjimmysea,None,0
Tue Jan 14 02:55:51 +0000 2025,0,hari pertama mulai diet keto semoga berjalan sesuai rencana,D,1
Tue Jan 14 04:39:39 +0000 2025,0,makan nasi huek huek ‍ pertanda stop makan nasi,D,1
Tue Jan 14 06:31:18 +0000 2025,0,iseng nyobain diet keto lemesnya ujung kaki,D,1
Tue Jan 14 11:27:58 +0000 2025,0,niat mau diett hari bener bawaannya lapar teruss pengen ngemil terusterusan jugaa pokonya nguyahhh,B,1
Tue Jan 14 11:37:39 +0000 2025,0,rilinobit kamu cek bmr dulu kebutuhan kalori harian brp penting kebutuhan kalori harian terpenuhi kl dr foto atas hasilnya jadi pas buat kamu dl bgikutin kayak gt malah gaada hasil mending intermitten,None,0
Tue Jan 14 12:01:27 +0000 2025,0,kalori harian uda max bingung mo ngapain,D,1
Tue Jan 14 13:39:03 +0000 2025,0,bener paling manjur memang defisit kalori,D,1
Tue Jan 14 16:51:18 +0000 2025,0,berat badan naik kilogram kalori harian harini terpenuhi wtf,D,1
Tue Jan 16 03:42:57 +0000 2024,21,diet kalori harianku cut hasilnya lebih cepet jadi kadang mau hitung kalori harianku makanan² makan appnya tuh gaada saranin app hitu kalori dong,D,1
Tue Jan 16 08:25:40 +0000 2024,2,diet temen temen kalian hitung kalori makanan pake aplikasi apa makasih,D,1
Tue Jan 16 08:50:59 +0000 2024,0,plan diet nih bagus kawan disiplin je kawan disiplin bawak diet ko laut,D,1
Tue Jan 16 15:02:50 +0000 2024,0,dollytrack itung itung olahraga bakar kalori mlm,D,1
Tue Jan 21 01:18:37 +0000 2025,0,nyarap fyi sbnrnua defisit kalori [URL],D,1
Tue Jan 21 02:14:40 +0000 2025,5,kebetulan habis baca ashraf disuruh olahraga kak rey olahraga cocok buat losing weight tuh apa pilates sengaruh sih kak pilates nurutin berat badan defisit kalori setauku based on my personal experience ka [URL] [URL],D,1
Tue Jan 21 05:13:51 +0000 2025,0,tadi lapar banget pas mkn nyesel banget takut gendut,B,1
Tue Jan 21 11:33:15 +0000 2025,0,defisit kalori ngaruh banget in a good way porsi makananku nambah sebenernya nasi jadi dikit banget bikin banyak dilauknya dada ayam sama sayur makan buah sama yogurt cemilan in a biiig biiiiiiiig portion berat badanku malah turun terus,D,1
Tue Jan 21 11:36:55 +0000 2025,7,diet kesel banget perut buncitku dicubitin terus sama mas crush jadi mau back on track diet huh mau cutting cuma disiplin olahraganya diet on off gituu masi buncit perutnya yuk mulai cutting,D,1
Tue Jan 21 11:53:32 +0000 2025,233,buat nanya soal diet gabisa share yaa dulu diet sesat banget banyak efek negatifnya intinya defisit kalori olahraga home workout sekarang maintain porsi amp jenis makanan lumayan ketat sama makanan yaa banyak disubstitusi,D,1
Tue Jan 21 17:34:53 +0000 2025,0,convomf makan makanan berserat tinggi rahasiaku ozempic wegovy nder ampuh cepat tetap makan enak perlu diet restrictive,D,1
Tue Jan 23 03:33:06 +0000 2024,0,bijiganjalagi diet keto selalu,D,1
Tue Jan 24 04:44:16 +0000 2023,3,sejak set up cafe thepahitmanis memang i jaga makan langsung how nak diet jam bau sambal nasi lemak kat cafe today i paksa diri disiplin and jaga makan start balik day even dah beribu kali day ye,D,1
Tue Jan 24 16:18:10 +0000 2023,3,diet cara kalian punya self control pas diet bagaimana kayak kl tbtb pengen makan gitu kan gbmungkin diturutin selalu gitu,D,1
Tue Jan 28 02:07:25 +0000 2025,0,kl makan dikit dikit takut gendut lu kalah nyed,D,1
Tue Jan 28 02:29:00 +0000 2025,3,terkadang meski melakukan diet ketat berat badan stuck berkurang benar nih detikers⁣ lantas apa kesalahan perlu dihindari diet yuk cek sini gtgt [URL] [URL],D,1
Tue Jan 28 05:27:45 +0000 2025,0,malas mikir level minta chatgpt dibuatkan meal plan hari hohoho [URL],None,0
Tue Jan 28 05:41:00 +0000 2025,1,lama olahraga serasa mulai awal doms parah abis workout terbantu tau program workoutnya gmn diubah pola makannya dulu if amp omed kalori amp protein harian terpenuhi kali makan x sehari mostly protein [URL],D,1
Tue Jan 28 09:17:28 +0000 2025,6,kepo diet ketat ku bagaimana bbrp bulan lalu kayak gini makanannya detik aktif olahraga softball amp berenang or minum fat burner hari berusaha ngindari gorengan amp gula [URL],D,1
Tue Jan 28 09:40:29 +0000 2025,76,liburan ujan terus gini bawaannya pgn ngemil selalu nyetok snack enak rendah kaloriiii jadi bikin gemoyy deh [URL],None,0
Tue Jan 28 12:42:55 +0000 2025,0,lebih gampang mengendalikan nafsu makan kl kerja drpd hari libur sebenernya keitung defisit kalori cm kayak lebih kerasa kesiksa kayak gejolak pengen ngemilnya tuh kenceng,D,1
Tue Jan 28 13:46:35 +0000 2025,6,modiji on keto diet,D,1
Tue Jan 28 14:28:12 +0000 2025,0,orang fatty jadi poin ngeselin pas ngetik kinda trouble bahkan sendiri riset orang gendut berusaha diet emg berat badannya susah buat turun sendiri ngalamin soalnya ngegym full amp defisit kalori full setahun cuma turun kilogram,D,1
Tue Jan 28 16:33:32 +0000 2025,0,lapar takut gendut kalau makan malem,D,1
Tue Jan 28 16:35:11 +0000 2025,56,ges ngerasa insecure banget sama muka jelek banget yaampun mana skill paspasan sifatnya banyak minus kelebihan cuma berat badan bjir aaa,D,1
Tue Jan 28 22:34:14 +0000 2025,0,cek mixmix dry rub bumbu marinasi serbaguna rendah kalori spices cajun seasoning bbq grill gram harga rp dapatkan shopee sekarang [URL] [URL],None,0
Tue Jan 30 02:03:54 +0000 2024,13,paling simple nak mula diet nih cuba dulu kawal gula cravings kurangkan dulu kekerapan makanan minuman manis amek sekali sekala takpe nih kira basic nk bentuk disiplin jaga makan nih strong susah nk disiplin part makan,D,1
Tue Jan 30 10:07:49 +0000 2024,0,gmn diet k kalori an gt perasaan makan banyak ternyata pas cek fs cuma an,D,1
Tue Jan 30 10:20:26 +0000 2024,8,olahraga seberapa bakar kalori jajannya cilung wkwkw,D,1
Tue Jan 30 12:20:42 +0000 2024,0,diet guys saran dong jadi makan dibawa umr kurang kalori sedikit lapar tahan if kira kira makan kalori apa lanjutin ajaa,D,1
Tue Jul 09 05:52:45 +0000 2019,3,inkamwrni miqbalfs jadi gini kandungan kalori thai tea kurrang lebih tergantung banyaknya gula susu dipakai semakin banyak kalori segelas thaitea semakin tinggi mencapai kamu enggak takut gemuk silakan,None,0
Tue Jul 09 11:31:45 +0000 2024,1,halo tau aplikasi free hitung kalori harian konsumsi,D,1
Tue Jul 16 02:37:00 +0000 2024,1,hitung kalori hitung gula untung kalorinya penting enak campur nasi tinggal dimakan kali [URL],D,1
Tue Jul 16 04:22:20 +0000 2024,52,paancipi tim bikin meal plannya dulu baru bikin list belanjaan sesuai menu meal plan kak jadi bingung mau belanja amp masak apa [URL],D,1
Tue Jul 16 05:04:58 +0000 2024,3,intermittent fasting is now my lifestyle stop makan jam malam baru makan jam siang keesokannya perfect ngirit biaya makan makan cuma sekali sehari [URL],D,1
Tue Jul 16 06:10:36 +0000 2024,0,kebiasaan baru selama libur buka shopeefood gt pilih makanan gt hitung kalori gt hitung duit gt gajadi pesen,D,1
Tue Jul 16 07:37:04 +0000 2024,0,tips menurunkan berat badan ala kourtney kardashian diet keto hindari makanan olahan [URL] tempocantika,None,0
Tue Jul 16 09:03:05 +0000 2024,0,linskinjournal kak mau tanya cek kalori masuk yaaa,None,0
Tue Jul 23 03:05:48 +0000 2024,32,ternyata dulu self control nya susah banget ketawa banget lihat dulu berat badan nya kilogram intinya jaga pola makan jarang olahraga jarang minum air putih sebenernya waktu gym makannya sembarangan banget selalu ikutin nafsu makan [URL],D,1
Tue Jul 30 12:12:38 +0000 2024,0,keren banget yaa orang diet rutin disiplin jujur sulit sekalih menjadi orang rutin disiplin jujur pernah diet jatohnya bukan diet sih cuma sering olahraga rutin sama kurangin makan doang turn berat badan wktu sekaligus perawatan muka,D,1
Tue Jun 04 17:31:10 +0000 2024,1,tidur olahraga dikit bakar kalori pas rebahan perut nangis karuan,D,1
Tue Jun 14 07:15:04 +0000 2022,0,diet mau nanya diet keto kan konsumsi lemaknya tinggi karbo rendah apa gapapa keseringan konsumsi lemak takut gemukan muncul penyakit jantung,D,1
Tue Jun 16 06:05:35 +0000 2020,2,pengen ngemil sore pas meeting concall takut kelebihan kalori makan pas lembur malem sekarang varian baru soyjoy crispy white macadamia tinggi serat amp protein jadi soylution cemilan sehat kamu makan bar soyjoy hari [URL],None,0
Tue Jun 19 13:27:42 +0000 2012,0,kayanya lezat tuh bro sejenis makanan tinggi kalori kan takut kolesterol gwd rt tunggalsiahaan nowplaying crumbsuckers breakout,None,0
Tue Jun 21 12:30:27 +0000 2022,0,foodfess nder kasih tau tracking kalorinya pake apo apa thankyou,D,1
Tue Jun 25 05:43:31 +0000 2013,1,takut gula diet kalorinya tinggi sekarang temanteman usah khawatir stevia powder pemanis kalori,None,0
Tue Jun 27 03:41:21 +0000 2023,243,keren justru mindset gini ditiru sama semua perlu restrictive diet konsisten olahraga papa olahraganya asal konsisten enough rest terlalu fokus short term goal malah lebih consistent buat kesehatan jangka panjang good luck,None,0
Tue Jun 28 10:49:28 +0000 2022,0,diet makanan protein tinggi bukan makan besar apa yasisa an kalori diriku biasa dinner pake makan besar soalnya takut begah,D,1
Tue Mar 01 05:05:02 +0000 2022,0,oyi rek tips buat naikin berat badan sender insecure soalnya kurus banget,D,1
Tue Mar 01 23:34:37 +0000 2022,0,diet guys kan so far dietnya pakai if cuman memang goal weight nah kalau bulan puasa cara if nya bagaimana pakai soalnya puasa ramadhan biasa gatau malah berat badannya naik drastis turun wkwkwkw,D,1
Tue Mar 02 06:29:13 +0000 2021,0,gizipediaid calorie restrictive diet dibawah kcal per hari tuh kaya mau meninggal,D,1
Tue Mar 04 07:43:23 +0000 2025,3647,diethingy bahkan dokter gizi ahli gizi nyaranin makanan ky gini kamu ngide pengganti karbonya mana nasi jahat plis emg siap makan begini seumur hidup kamu lama lama kena eating disorder sayangin badan kamu buat jangka panjang belajar,None,0
Tue Mar 05 14:33:48 +0000 2024,1,le me share topik overthink ku akhir akhir next race sub k latihan gaboleh bolong bolong interval gaboleh muntah cutting disiplin diet focus nutrition nurunin fat angka punya badan runners enteng dibawa lari kenceng,D,1
Tue Mar 08 04:20:31 +0000 2022,0,bener bener insecure masalah berat badan,D,1
Tue Mar 08 11:39:52 +0000 2022,0,hujan amp rumah adanya buah disuruh restrictive diet sama semesta,D,1
Tue Mar 11 10:01:12 +0000 2025,12,wow rajin jaga pola makan tetep aslam amp sensasi heart burn‍↔️,D,1
Tue Mar 11 10:21:46 +0000 2025,0,kreasi resep lapis legit burnt cheesecake jatah kalori harian lgsg habis,D,1
Tue Mar 11 18:15:16 +0000 2025,175,ᯓ tips menjaga berat badan tetap aktif bergerak lakukan aktivitas fisik rutin berjalan kaki bersepeda olahraga ringan kalori masuk terbakar baik,None,0
Tue Mar 12 09:26:55 +0000 2024,0,diet cara hitung kalori minimal maksimal bagaimana yaa kalau tb cm berat badan kilogram ngestabilin berat badan kalori dimakan perhari berapa kalori terima kasih,D,1
Tue Mar 16 10:06:43 +0000 2021,8,bahaya diet defisit kalori kurang kalori per hari [URL],None,0
Tue Mar 17 17:05:31 +0000 2020,199,check la kalori makanan ko makan either kat google kat nutrition facts kcal kj nak cepat kurus seksa sikitlah makan selalunya bawah kalori keperluan badan orang selalunya kalori atas tahan sikitlah rasa tanak kene kutuk ngan orang dah,D,1
Tue Mar 18 02:16:14 +0000 2025,4,huhuu lengah jaga pola makan ibu jadi kontrol deh,D,1
Tue Mar 18 03:53:01 +0000 2025,4,drevachaniago ak pakai bpjs sembuh kak suruh operasi kaya diagnosa nya tuh aneh banget sekarang jadwal operasi blm ad berat badan ak turun banyak banget bbrp bulan padahal ak diet mkn ak byk banget nabung mau berobat penang,None,0
Tue Mar 18 03:54:42 +0000 2025,0,klean kalau pengen banget makan indomi diet apalah takut ngerasa bersalah makan bikin mi shirataki bumbu bikin sendiri roycomasako secukupnya bubuk lada dikit kecap minyak wijen dikit campur,D,1
Tue Mar 18 04:26:49 +0000 2025,0,menu bulking kalorihari berikut contoh menu harian makanan khas indonesia sarapan kalori nasi uduk g nasi santan kalori ayam goreng paha g kalori telur dadar butir kalori sambal terasi kalori,D,1
Tue Mar 18 04:26:50 +0000 2025,0,camilan pagi kalori pisang buah buah besar kalori susu full cream ml kalori kacang tanah goreng g kalori,D,1
Tue Mar 18 04:26:51 +0000 2025,0,makan siang kalori nasi putih g kalori rendang daging g kalori sayur bayam g santan kalori camilan sore kalori roti bakar selai kacang lembar kalori jus alpukat buah gula kalori,D,1
Tue Mar 18 04:26:52 +0000 2025,0,makan malam kalori nasi putih g kalori ikan bakar g ikan kembung bumbu kalori tempe goreng g kalori camilan malam kalori susu cokelat ml kalori biskuit gandum keping kalori,D,1
Tue Mar 18 04:26:54 +0000 2025,0,analisis penyesuaian total kalori melebihi target vs kalori kisaran surplus bulking kalau terlalu banyak menyesuaikan kurangi porsi nasi misal g jadi g makan siang kalori,D,1
Tue Mar 18 04:26:55 +0000 2025,0,kurangi camilan pagi contoh pisang jadi buah kalori diingat sesuaikan berdasarkan rasa lapar progres mingguan yaa target ideal tetap kalori jadi dikurangi kalori porsi lebih kecil,D,1
Tue Mar 18 07:29:22 +0000 2025,2,diethingy coba dicek kak berat badan bukan cuma lemak otot cairan organ tubuh asupan proteinnya cukup olahraga jadi otot naik kilogram lemak turun kilogram jadi angka timbangan berubah lingkar tubuh mengecil,None,0
Tue Mar 18 07:45:01 +0000 2025,313,kalau mau dapetin bentuk amp komposisi badan ideal terlalu kurus buncit kelebihan lemak perut banyak bilang diet tuh ambil kontribusi gede dibanding olahraga apa iya memang bener gitu kalau mau badan bagus berarti fokus diet [URL],D,1
Tue Mar 18 12:17:10 +0000 2025,0,kok kurus banget sih lihat foto jaman dulu sama sekarang sekarang kaya rantinf,D,1
Tue Mar 18 13:44:05 +0000 2025,0,ih kok kurus banget yaa,D,1
Tue Mar 18 15:39:32 +0000 2025,0,selama bulan ramadhan jaga pola makan makan nasi cuma secentong tiap hari ko bukan nya kurus malah nambah gede,D,1
